ido_word,esperanto_word,in_current_dict,in_wiktionary
Destriana,Destriana,False,no
Desutopio,Malutopio,False,no
Detonigo,Fuzeo,False,no
Deyaneira,Dejaniro,False,no
Dhaka,Dako,False,no
Dhaulagiri,Dhaulagiri,False,no
Diadema,Diadema,False,no
Diafizo,Diafizo,False,no
Diamantina,Diamantina,False,no
Diastolo,Diastolo,False,no
Diciono,Esprimmanieroj,False,no
Didaktiko,Video-instruilo,False,no
Didelfo,Didelfedoj,False,no
Dielektriko,Dielektriko,False,no
Dietizanto,Nutradisto,False,no
Difuzo,Difuzo,False,no
Digora,Digora,False,no
Dikotomio,Diĥotomio,False,no
Diktamo,Diktamno,False,no
Dili,Dilo,False,no
Diminflaciono,Ŝrumpflacio,False,no
Dinamiko,Dinamiko,False,no
Dinoterio,Dinoterio,False,no
Dionisos,Dionizo,False,no
Diorito,Diorito,False,no
Dioxino,Duoksino,False,no
Diplomatiko,Diplomatiko,False,no
Diporto,Diporto,False,no
Dippoldiswalde,Dippoldiswalde,False,no
Direkteblo,Aerŝipo,False,no
Disco,Diskoo,False,no
Diserturo,Disertacio,False,no
Disk-jokeo,Diskĵokeo,False,no
Disk-turnilo,Diskoturnilo,False,no
Diskriminaco,Diskriminacio,False,no
Diskriminanto,Diskriminanto,False,no
Dislexio,Disleksio,False,no
Dismo,Dekonaĵo,False,no
Disperso-bombo,Grapolbombo,False,no
Disprozio,Disprozio,False,no
Distributokateno,Provizoĉeno,False,no
Divertikulo,Divertikulo,False,no
Dividanto,Divizoro,False,no
Diwali,Divalo,False,no
Dizel-motoro,Dizelmotoro,False,no
Djibouti,Ĝibuto,False,no
Djibuti,Ĝibutio,False,no
Dobrudja,Dobroĝo,False,no
Docetismo,Docetismo,False,no
Dodoma,Dodomao,False,no
Dogan-uniono,Doganunio,False,no
Dogmatiko,Dogmoteologio,False,no
Doha,Doho,False,no
Dohma,Dohma,False,no
Dolca kapo-martelo,Maleo,False,no
Domeno-nomo,Domajna nomo,False,no
Domesday-Libro,Domesday Book,False,no
Dominika,Dominiko,False,no
Domitianus,Domiciano,False,no
Donatello,Donatello,False,no
Donatismo,Donatismo,False,no
Dori,Doroj,False,no
Dorloto,Dorlotbesto,False,no
Dorohucza,Dorohucza,False,no
Dosier-administrilo,Dosieradministrilo,False,no
Douala,Dualao,False,no
Dourados,Dourados,False,no
Drajeo,Draĝeo,False,no
Drenado,Drenado,False,no
Drenobaseno,Akvokolekta areo,False,no
Drenthe,Drento,False,no
Driadi,Driadoj,False,no
Dron-imitanta tormento,Dronimita torturo,False,no
Dronto,Dido,False,no
Druidismo,Druido,False,no
Duccio,Duccio,False,no
DuckDuckGo,DuckDuckGo,False,no
Duim-lineo,Duonrekto,False,no
Dukla,Dukla,False,no
Duktileso,Duktileco,False,no
Dumas,Dumas,False,no
Dumbo,Dumbo,False,no
Dumdumo,Dumdumo,False,no
Dunga,Dunga,False,no
Dunkerque,Dunkerque,False,no
Duolingo,Duolingo,False,no
Durum-frumento,Durum-tritiko,False,no
Dushanbe,Duŝanbo,False,no
Duyongo,Dugongo,False,no
E-posto,Retpoŝto,False,no
Ebulioskopo,Ebulioskopo,False,no
Ecentriko,Ekscentriko,False,no
Ederduno,Lanugo,False,no
Edina,Edina,False,no
Edipo,Edipo,False,no
Edirne,Edirne,False,no
Edui,Aeduoj,False,no
Efemerido,Efemeridoj,False,no
Egido,Egido,False,no
Egiptologio,Egiptologio,False,no
Eglefino,Eglefino,False,no
Einsteinio,Ejnŝtejnio,False,no
Ekfenestrigo,Defenestrigo,False,no
Ekflueyo,Riverbuŝo,False,no
Ekinodermo,Ekinodermo,False,no
Eklampsio,Eklampsio,False,no
Eklipso,Eklipso,False,no
Ekliptiko,Ekliptiko,False,no
Eklogo,Eklogo,False,no
Ektodermo,Ektodermo,False,no
Elche,Elĉo,False,no
Elektroforo,Elektroforo,False,no
Elektrolizo,Elektrolizo,False,no
Elektromagnetismo,Elektromagnetismo,False,no
Elektrometro,Elektrometro,False,no
Elektromobilo,Elektra aŭtomobilo,False,no
Elektrostatiko,Elektrostatiko,False,no
Elektrougli,Elektrougli,False,no
Eleos,Eleoso,False,no
Eleusis,Eleŭziso,False,no
Elista,Elista,False,no
Elitro,Elitro,False,no
Elizeo,Elizeo,False,no
Eliziono,Elizio,False,no
Emberizo,Emberizedoj,False,no
Embolio,Embolio,False,no
Embragilo,Kluĉilo,False,no
Embriologio,Embriologio,False,no
Emilia-Romagna,Emilio-Romanjo,False,no
Emiro,Emiro,False,no
Emoco,Emocio,False,no
Emocosimbolo,Miensimbolo,False,no
Emoji,Emoĝio,False,no
Emuleso,Imitilo,False,no
Emuo,Emuo,False,no
Enarete,Enareto,False,no
Encinedo,Encinedo,False,no
Endivio,Endivio,False,no
Endodermo,Endodermo,False,no
Endogamio,Endogamio,False,no
Endokardio,Endokardio,False,no
Endokrinologio,Endokrinologio,False,no
Eneyas,Eneo,False,no
Enfluanto,Alfluanto,False,no
Enkaustiko,Enkaŭstiko,False,no
Enkratismo,Enkratismo,False,no
Enoyo,Enuo,False,no
Enschede,Enschede,False,no
Ensemblo-teorio,Aro-teorio,False,no
Ensemblo-uniono,Kunaĵo,False,no
Entablamento,Entablemento,False,no
Entomologio,Entomologio,False,no
Entraprezisto,Entreprenisto,False,no
Envidio,Envio,False,no
Enya,Enya,False,no
Eolia,Eolio,False,no
Eolia-insuli,Liparaj insuloj,False,no
Eolipilo,Eolipilo,False,no
Epafos,Epafo,False,no
Epakto,Epakto,False,no
Eperlano,Osmeredoj,False,no
Epicikloido,Epicikloido,False,no
Epigastro,Epigastro,False,no
Epigloto,Epigloto,False,no
Epigoni,Epigonoj,False,no
Epigrafo,Epigrafo,False,no
Epiko,Epopeo,False,no
Epikurismo,Epikurismo,False,no
Epikuro,Epikuro,False,no
Epistemologio,Sciteorio,False,no
Epitelio,Epitelio,False,no
Epiteto,Epiteto,False,no
Epizootio,Epizootio,False,no
Eponimo,Eponimo,False,no
Erato,Erato,False,no
Erbio,Erbio,False,no
Erebos,Erebo,False,no
Erehteus,Ereĥteo,False,no
Erekto,Erektiĝo,False,no
Ergotino,Ergotamino,False,no
Ergotismo,Ergotismo,False,no
Ergoto,Ergotfungo,False,no
Erifile,Erifilo,False,no
Eringio,Eringio,False,no
Erinii,Erinioj,False,no
Eris,Eriso,False,no
Eritrea,Eritreo,False,no
Eritrocito,Eritrocito,False,no
Ermit-krabo,Ermitokrabo,False,no
Ermupoli,Ermupolis,False,no
Erodo,Erozio,False,no
Eroroserchilo,Erarserĉilo,False,no
Eros,Eroso,False,no
Esajo,Esto,False,no
Eskadrono,Eskadrono,False,no
Eskalero,Ŝtuparo,False,no
Eskamot-arto,Iluziismo,False,no
Eskimo-Aleuta linguaro,Eskim-aleuta lingvaro,False,no
Eskopeto,Kartoĉa fusilo,False,no
Eskoto,Ŝkoto,False,no
Esmerilio,Kolombfalko,False,no
Espad-fisho,Spadfiŝo,False,no
Esperantido,Esperantidoj,False,no
Esperantisto,Esperantistoj,False,no
Esperanto-himno,La Espero,False,no
Espineto,Klaviceneto,False,no
Esplanado,Esplanado,False,no
Espoo,Espoo,False,no
Estakado,Piero,False,no
Estayo,Stajo,False,no
Esturjono,Acipenseredoj,False,no
Etalono,Prototipo,False,no
Etmoido,Etmoido,False,no
Etna,Etna,False,no
Etnografio,Etnografio,False,no
Etolia,Aitolio,False,no
Etologio,Etologio,False,no
Etoumbi,Etumbio,False,no
Etruriani,Etruskoj,False,no
Euforbio,Eŭforbio,False,no
Eufrati,Eŭfrato,False,no
Eufrosine,Eŭfrozino,False,no
Euhemerismo,Evemerismo,False,no
Eukarioto,Eŭkariotoj,False,no
Eukaristio,Komunio,False,no
Eumolpos,Eŭmolpo,False,no
Eunuko,Eŭnuko,False,no
Eurazia,Eŭrazio,False,no
Euribia,Eŭribio,False,no
Euridike,Eŭridico,False,no
Euristeus,Eŭristeo,False,no
Eurodance,Eŭrodanco,False,no
Eurolengo,Eŭrolengo,False,no
Europanto,Eŭropanto,False,no
Europio,Eŭropio,False,no
EuroVelo,EuroVelo,False,no
Euterpe,Eŭterpo,False,no
Exa,Eksa,False,no
Exarko,Ekzarko,False,no
Exegezo,Ekzegezo,False,no
Exekut-arto,Ludarto,False,no
Existencialismo,Ekzistadismo,False,no
Exkomunikeso,Ekskomuniko,False,no
Exlibriso,Ekslibriso,False,no
Exoplaneto,Ekstersunsistema planedo,False,no
Expansokarto,Komputila karto,False,no
Explor-voyajero,Esploristo,False,no
Explozo,Eksplodo,False,no
Extermineyo,Ekstermejo,False,no
Extingo-Rebeleso,Extinction Rebellion,False,no
Extremadura,Ekstremaduro,False,no
Eyoneus,Ioneo,False,no
Fabero,Fabero,False,no
Fado,Fado,False,no
Faero,Ferooj,False,no
Failo,Dosiero,False,no
Failosistemo,Dosiersistemo,False,no
Fakiro,Fakiro,False,no
Faktorialo,Faktorialo,False,no
Faktorigo,Faktorado,False,no
Falaflo,Kikerbulo,False,no
Falansterio,Falanstero,False,no
Falaropo,Falaropo,False,no
Fanerogamo,Semplantoj,False,no
Fantasmagorio,Fantasmagorio,False,no
Fantom-chasisti,Ghostbusters,False,no
Fardo,Ruĝiga ŝminko,False,no
Faringito,Faringito,False,no
Farmacologio,Farmakologio,False,no
Fashismo,Faŝismo,False,no
Fatwa,Fatvo,False,no
Fauvismo,Faŭvismo,False,no
Fayenco,Fajenco,False,no
Febro,Febro,False,no
Feke,Feke,False,no
Feld-profundeso,Kampa profundo,False,no
Feldomarshalo,Feldmarŝalo,False,no
Femto,Femto,False,no
Fenacetino,Fenacetino,False,no
Fenicia,Fenicio,False,no
Fenotipo,Fenotipo,False,no
Fer-epoko,Ferepoko,False,no
Ferdowsi,Abol-Gasem Ferdousio,False,no
Fermio,Fermio,False,no
Fermiono,Fermiono,False,no
Festono,Festono,False,no
Fetishismo,Fetiĉismo,False,no
Feudismo,Feŭdismo,False,no
Fibulo,Fibolo,False,no
Fideikomiso,Fideikomiso,False,no
Fields-Medalio,Medalo Fields,False,no
Figuranto,Figuranto,False,no
Fika,Fika,False,no
Fikario,Ordinara fikario,False,no
Filaso,Stupo,False,no
Film-festo,Filmofestivalo,False,no
Filoxero,Filoksero,False,no
Firenze,Florenco,False,no
Fistulo,Fistulo,False,no
Fizikokemio,Fizika kemio,False,no
Fiziognomonio,Fiziognomiko,False,no
Fiziokratio,Fiziokratio,False,no
Flagelo,Flagelo,False,no
Flam-jetilo,Flamĵetilo,False,no
Flarado,Flaro,False,no
Flatuo,Furzo,False,no
Flegado,Sansistemo,False,no
Flerovio,Flerovio,False,no
Floganti,Skurĝiĝantoj,False,no
Florida,Florido,False,no
Flotac-komo,Glitkomo,False,no
Flu-brodkasto,Elsendfluo,False,no
Flugo-disko,Ultimate,False,no
Flugroto,Inercirado,False,no
Fluidodinamiko,Fluidodinamiko,False,no
Fluoresko-lampo,Fluoreska lampo,False,no
Fluorino,Fluorito,False,no
Fluxus,Fluxus,False,no
Fobio,Fobio,False,no
Folio-pinchilo,Paperklipo,False,no
Folk-muziko,Folkmuziko,False,no
Fonemo,Fonemo,False,no
Fonografilo,Fonografo,False,no
Fonolito,Fonolito,False,no
Fonologio,Fonologio,False,no
Fontanelo,Fontanelo,False,no
Fonten-plumo,Fontoplumo,False,no
Fontokodexo,Fontkodo,False,no
Forketo,Forko,False,no
Forkis,Forkiso,False,no
Formikaro,Formikejo,False,no
Foroneus,Foroneo,False,no
Fotografo,Fotografio,False,no
Fotosintezo,Fotosintezo,False,no
Fototropismo,Fototropismo,False,no
Fotovoltaiko,Fotovoltaiko,False,no
Foxtroto,Fokstroto,False,no
Fraktalo,Fraktalo,False,no
Framasonaro,Framasonismo,False,no
Francilia,Francilio,False,no
Francio,Franciumo,False,no
Franciskano,Franciskanoj,False,no
Frangulo,Nigra alno,False,no
Franki,Frankoj,False,no
Frankia,Karolida Imperio,False,no
Frankofonio,Franclingvio,False,no
Frato,Gefrato,False,no
Frayo,Frajo,False,no
Frazeologio,Frazeologio,False,no
FreeDOS,FreeDOS,False,no
Fregato,Fregato,False,no
Frenologio,Frenologio,False,no
Fresno,Fresno,False,no
Frigia,Frigio,False,no
Friso,Friso,False,no
Friuli,Friulo,False,no
Frizia,Frislando,False,no
Frondo,Ŝtonĵetilo,False,no
Frontono,Frontono,False,no
Frosto,Frosto,False,no
Frugilego,Frugilego,False,no
Fruktivorismo,Fruktismo,False,no
Ftia,Ftio,False,no
Fuengirola,Fuengirola,False,no
Fuentecantos,Fuentecantos,False,no
Fuentelmonge,Fuentelmonge,False,no
Fuentepinilla,Fuentepinilla,False,no
Fugo-hani,Chicken Run,False,no
Fujiyama,Monto Fuĵi,False,no
Fukuoka,Fukuoka,False,no
Fula-linguo,Fulana lingvo,False,no
Fulardo,Fulardo,False,no
Fulgurito,Fulgurito,False,no
Fulko,Fuliko,False,no
Fumario,Fumario,False,no
Fumarolo,Fumarolo,False,no
Fumnebulo,Fumnebulo,False,no
Funafuti,Funafutio,False,no
Funcion-domeno,Argumentaro,False,no
Funcion-grafikajo,Grafikaĵo,False,no
Fundamentismo,Fundamentismo,False,no
Furgono,Kamioneto,False,no
Furiero,Furiero,False,no
Furto,Ŝtelo,False,no
Fusteno,Fusteno,False,no
Futsalo,Futsalo,False,no
Fuxio,Fuksio,False,no
Fuzelo,Spindelo,False,no
Gabiono,Gabio,False,no
Gaborone,Gaberono,False,no
Gabro,Gabro,False,no
Gadolinio,Gadolinio,False,no
Gagra,Gagra,False,no
Gainesville,Gainesville,False,no
Gajewniki-Kolonia,Gajewniki-Kolonia,False,no
Gajo-homo,Ostaĝo,False,no
Galapagi,Galapagoj,False,no
Galatia,Galatia,False,no
Galaxio,Galaksio,False,no
Galba,Galbo,False,no
Galeno,Galeno,False,no
Galero,Galero,False,no
Galia,Gaŭlio,False,no
Galinelo,Verdkrura galinolo,False,no
Galisia,Galegio,False,no
Galo,Gajlo,False,no
Galo-Italiana linguaro,Gaŭlo-itala lingvaro,False,no
Galo-Latinida linguaro,Gaŭlo-latinida lingvaro,False,no
Galosho,Lignoŝuo,False,no
Gamb-eskarto,Vira diskrurado,False,no
Gameto,Gameto,False,no
Gametofito,Gametofito,False,no
Gandhinagar,Gandhinagaro,False,no
Ganga,Gango,False,no
Gangliono,Ganglio,False,no
Gangreno,Gangreno,False,no
Garbayuela,Garbayuela,False,no
Gardenokultivado,Ĝardenado,False,no
Garlitos,Garlitos,False,no
Garnizono,Garnizono,False,no
Garrincha,Garrincha,False,no
Gaskonia,Gaskonio,False,no
Gasometro,Gasujo,False,no
Gasteropodo,Gastropodoj,False,no
Gastralgio,Abdomena doloro,False,no
Gatchina,Gatĉino,False,no
Gaulismo,Gaŭlismo,False,no
Gaza-strio,Gazaa Sektoro,False,no
Gazpacho,Gazpaĉo,False,no
Gdynia,Gdynia,False,no
Geizero,Gejsero,False,no
Gelria,Duklando Geldern,False,no
Gen-terapio,Genterapio,False,no
Generalo,Generalo,False,no
Genesis,Genesis,False,no
Genetiko,Genetiko,False,no
Genitado,Reproduktado,False,no
Genitivo,Genitivo,False,no
Genomo,Genaro,False,no
Genova,Ĝenovo,False,no
Gentocido,Genocido,False,no
Geofiziko,Terfiziko,False,no
Geomorfologio,Geomorfologio,False,no
Geopolitiko,Geopolitiko,False,no
Georgia,Georgio,False,no
Georgismo,Georgismo,False,no
Gepardo,Gepardo,False,no
Gepidi,Gepidoj,False,no
Gera,Gera,False,no
Gerfalko,Ĉasfalko,False,no
Germani,Germanoj,False,no
Gerontologio,Gerontologio,False,no
Gibono,Gibonoj,False,no
Gibraltar,Ĝibraltaro,False,no
Gibraltar-stretajo,Ĝibraltara Markolo,False,no
Giga,Giga,False,no
Gimbardo,Buŝharpo,False,no
Gimnastiko,Gimnastiko,False,no
Gimnospermi,Gimnospermoj,False,no
Giorgione,Giorgione,False,no
Gipaeto,Gipaeto,False,no
Giroskopo,Giroskopo,False,no
Giza,Gizo,False,no
Gizardo,Maĉstomako,False,no
Glaciepoko,Glaciepoko,False,no
Glaciopluvo,Frostiĝanta pluvo,False,no
Glacizo,Glaciso,False,no
Gladiatoro,Gladiatoro,False,no
Glicerio,Glyceria,False,no
Glicerolo,Glicerino,False,no
Glicino,Visterio,False,no
Glifo,Signobildo,False,no
Glifosato,Glifosato,False,no
Glikuron-acido,Glukuronata acido,False,no
Gliro,Gliro,False,no
Glit-navo,Aeroglita boato,False,no
Gliwice,Gliwice,False,no
Globaligo,Tutmondiĝo,False,no
Globaqo,Globaqo,False,no
Globasa,Globasa,False,no
Globulino,Globulino,False,no
Globulo,Sangoĉelo,False,no
Glosario,Glosaro,False,no
Gloucestershire,Gloucestershire,False,no
Glumo,Glumo,False,no
Glutamato,Glutamata acido,False,no
Gnomo,Gnomo,False,no
Gnomono,Gnomono,False,no
Gnostikismo,Gnostikismo,False,no
Gnuo,Gnuo,False,no
Goa,Goao,False,no
Gojira,Gojira,False,no
Golan-altaji,Golanaj Altaĵoj,False,no
Golbalo,Goalball,False,no
Golmayo,Golmayo,False,no
Gonado,Gonado,False,no
Goniometro,Goniometro,False,no
Google,Google,False,no
Gordoncillo,Gordoncillo,False,no
Gorgoni,Gorgonoj,False,no
Goti,Gotoj,False,no
Grab-arto,Gravuraĵo,False,no
Grafikoteorio,Grafeoteorio,False,no
Grafologio,Grafologio,False,no
Grajewo,Grajewo,False,no
Gramado,Gramado,False,no
Gramofon-disko,Gramofondisko,False,no
Grapo,Grapolo,False,no
Gravelo,Kalkuluso,False,no
Gravito,Gravito,False,no
Greka-Persiana militi,Grek-persaj militoj,False,no
Greka-Romana misterii,Misterecaj religioj,False,no
Greka-Romana mondo,Grek-romia mondo,False,no
Grelo,Hajlo,False,no
Grenoble,Grenoblo,False,no
Gretiketo,Kradvorto,False,no
Grimma,Grimma,False,no
Grozni,Grozno,False,no
Gruzi,Kartveloj,False,no
Gruzia,Kartvelio,False,no
Gruzo,Tetraonedoj,False,no
Guacho,Guaŝo,False,no
Guadalajara,Gvadalaharo,False,no
Guadelupa,Gvadelupo,False,no
Guanajuato,Guanajuato,False,no
Guano,Guano,False,no
Guantamanera,Guantanamera,False,no
Guarani-linguo,Gvarania lingvo,False,no
Guarapuava,Guarapuava,False,no
Guarulhos,Guarulhos,False,no
Guberniestro,Guberniestro,False,no
Guerrero,Guerrero,False,no
Gugolo,Guglo,False,no
Gugoloplexo,Gugloplekso,False,no
Guidat arm-fuzeo,Misilo,False,no
Gulo,Ĥulo,False,no
Gumarboro,Kaŭĉukarbo,False,no
Gurdo,Pendbotelo,False,no
Gurudongmar,Gurudongmar,False,no
Guyana,Gujano,False,no
Haber-procedo,Procezo Haber,False,no
Hach-funciono,Haketfunkcio,False,no
Hadrianus,Hadriano,False,no
Hafnio,Hafnio,False,no
Hagiografio,Hagiografio,False,no
Haifa,Ĥajfo,False,no
Haiti,Haitio,False,no
Hakilo,Hakilo,False,no
Halbardo,Halebardo,False,no
Halkida,Ĥalkido,False,no
Hallstatt-kulturo,Hallstatt-kulturo,False,no
Halono,Haloaj fenomenoj,False,no
Haltero,Haltero,False,no
Haltiko,Psiliodo,False,no
Halto-animo,Haltomovo,False,no
Haluxo,Halukso,False,no
Hamas,Hamaso,False,no
Hamburgero,Hamburgero,False,no
Hampshire,Hampŝiro,False,no
Hamstro,Hamstroj,False,no
Hamurabi,Hamurabi,False,no
Handikapo,Handikapo,False,no
Hangaro,Hangaro,False,no
Hania,Ĥanio,False,no
Hanoi,Hanojo,False,no
Hanso-uniono,Hansa ligo,False,no
Haparanda,Haparanda,False,no
Hard-varo,Aparataro,False,no
Hardeso,Dureco,False,no
Haredi,Ĥaredoj,False,no
Haremo,Haremo,False,no
Harijismo,Ĥariĝismo,False,no
Hariti,Gracioj,False,no
Harmoniko,Buŝharmoniko,False,no
Harpii,Harpioj,False,no
Harpina,Harpino,False,no
Harpo,Harpo,False,no
Harpuno,Harpuno,False,no
Hausa-linguo,Haŭsa lingvo,False,no
Havana,Havano,False,no
Havayi,Havajo,False,no
Hazari,Ĥazaroj,False,no
Hedonismo,Hedonismo,False,no
Hefaistos,Hefesto,False,no
Hegemonio,Hegemonio,False,no
Hego,Heĝo,False,no
Heimlich-manovro,Heimlich-manovro,False,no
Hejiro,Heĝiro,False,no
Hekabe,Hekabo,False,no
Hekate,Hekato,False,no
Hekatombo,Hekatombo,False,no
Hekatonheiri,Centmanulo,False,no
Hektaro,Hektaro,False,no
Hekto,Hekto,False,no
Heleboro,Heleboro,False,no
Helenismo,Helenisma Epoko,False,no
Heliantemo,Cistacoj,False,no
Helico,Helico,False,no
Helsinki,Helsinko,False,no
Hemeo,Hemo,False,no
Hemera,Hemero,False,no
Hemerokalo,Hemerokalido,False,no
Hemistiko,Hemistiko,False,no
Hemolizo,Hemolizo,False,no
Hemoroido,Hemoroido,False,no
Heno-komtio,Graflando Henegovio,False,no
Hepatiko,Hepatiko,False,no
Hepatologio,Hepatologio,False,no
Heptagono,Seplatero,False,no
Hera,Hera,False,no
Heraklidi,Heraklidoj,False,no
Heraldo,Heroldo,False,no
Herbacho,Trudherbo,False,no
Herbario,Sekplantaro,False,no
Herbivoro,Herbovorulo,False,no
Herefordshire,Herefordshire,False,no
Herezio,Herezo,False,no
Herisono,Erinaco,False,no
Hermione,Hermiono,False,no
Hermosillo,Hermosillo,False,no
Hernio,Hernio,False,no
Herodotos,Herodoto,False,no
Heroeno,Heroino,False,no
Herono,Ardeedoj,False,no
Heroo,Heroo,False,no
Hertfordshire,Hertfordshire,False,no
Heruli,Heruloj,False,no
Hesia,Hesio,False,no
Hesiodos,Heziodo,False,no
Hesperidi,Hesperidinoj,False,no
Hesperos,Hespero,False,no
Hestia,Hestia,False,no
Heuristiko,Heŭristiko,False,no
Hexametro,Heksametro,False,no
Hibriso,Hibriso,False,no
Hide,Hide,False,no
Hidranto,Hidranto,False,no
Hidrato,Hidrato,False,no
Hidrauliko,Hidraŭliko,False,no
Hidro,Hidrogeno,False,no
Hidrografio,Hidrografio,False,no
Hidrokarbido,Hidrokarbonido,False,no
Hidrolizo,Hidrolizo,False,no
Hidrologio,Hidrologio,False,no
Hidrometro,Hidrometro,False,no
Hidroquinono,Hidrokinono,False,no
Hidrostatiko,Hidrostatiko,False,no
Hidroxil-grupo,Hidroksila grupo,False,no
Hieno,Hienedoj,False,no
Hierarkio,Hierarkio,False,no
Higieno,Higieno,False,no
Higroskopio,Higroskopio,False,no
Hilas,Hilaso,False,no
Himalaya,Himalajo,False,no
Himenio,Himenio,False,no
Himeno,Himeno,False,no
Himenoptero,Himenopteroj,False,no
Himno,Himno,False,no
Hindi-linguo,Hindia lingvo,False,no
Hinduismo,Hinduismo,False,no
Hioido,Hioido,False,no
Hiperbato,Hiperbato,False,no
Hiperboloido,Hiperboloido,False,no
Hiperemio,Hiperemio,False,no
Hiperligilo,Hiperligilo,False,no
Hipermetropo,Hipermetropio,False,no
Hipermnestra,Hipermnestro,False,no
Hiperplano,Hiperebeno,False,no
Hiperrealismo,Hiperrealismo,False,no
Hipnos,Hipno,False,no
Hipocikloido,Hipocikloido,False,no
Hipodermo,Hipodermo,False,no
Hipofizo,Hipofizo,False,no
Hipogeo,Hipogeo,False,no
Hipokampo,Hipokampo,False,no
Hipokondrio,Hipoĥondrio,False,no
Hipokriteso,Hipokriteco,False,no
Hipostazo,Hipostazo,False,no
Hipoteko,Hipoteko,False,no
Hipotenuzo,Hipotenuzo,False,no
Hipotezo,Hipotezo,False,no
Hippolite,Hipolite,False,no
Hipsometrio,Altimetrio,False,no
Hirohito,Hirohito,False,no
Hiroshima,Hiroŝimo,False,no
Hirundo,Hirundo,False,no
Hiskiamo,Nigra hiskiamo,False,no
Hispaniola,Hispaniolo,False,no
Histerezo,Histerezo,False,no
Histerio,Histerio,False,no
Histologio,Histologio,False,no
Historiografio,Historiografio,False,no
Hitler-yunaro,Hitlera Junularo,False,no
Hoboyo,Hobojo,False,no
Hodometro,Hodometro,False,no
Hofburg-palaco,Hofburgo,False,no
Hokkaido,Hokajdo,False,no
Holdo,Holdo,False,no
Holi,Holio,False,no
Holokausto,Holokaŭsto,False,no
Holoturio,Markukumo,False,no
Hom-kontrabando,Homa kontrabandado,False,no
Hom-ocido,Hommortigo,False,no
Homala papilo-viruso,Homa papilomaviruso,False,no
Homaranismo,Homaranismo,False,no
Homeopatio,Homeopatio,False,no
Homeosexual-odio,Homofobio,False,no
Homero,Homero,False,no
Hominocido,Femicido,False,no
Homonimo,Homonimo,False,no
Honda,Honda,False,no
Honduras,Honduro,False,no
Honiara,Honiaro,False,no
Honorario,Honorario,False,no
Hoplito,Hoplito,False,no
Horatius,Horacio,False,no
Hordeo,Ordinara hordeo,False,no
Hornblendo,Hornblendo,False,no
Hororofiktiveso,Horora fikcio,False,no
Horoskopo,Horoskopo,False,no
Hospico,Hospico,False,no
Hostio,Hostio,False,no
House,House,False,no
House-muziko,Haŭzo,False,no
Hrodna,Hrodno,False,no
Huambo,Huambo,False,no
Huddinge,Huddinge,False,no
Hue,Hue,False,no
Huelva,Onubo,False,no
Hugenoti,Hugenotoj,False,no
Humanismo,Humanismo,False,no
Humanoido,Humanoido,False,no
Humero,Humero,False,no
Humuso,Humo,False,no
Hundochasado,Hundoforta ĉasado,False,no
Hungari,Hungaroj,False,no
Huni,Hunoj,False,no
Huo,Noktuo,False,no
Husaro,Husaro,False,no
Husiti,Husanoj,False,no
Huti,Hutia movado,False,no
Ianus,Jano,False,no
Ibero-Latinida linguaro,Ibero-latinida lingvaro,False,no
Ibiso,Ibisoj,False,no
Ibiza,Ibizo,False,no
Ibo-linguo,Igba lingvo,False,no
Idaho,Idaho,False,no
Ideogramo,Ideogramo,False,no
Idioto,Idioto,False,no
Ido-himno,Ido-himno,False,no
Ido-Konferi,Ido-konferenco,False,no
Ido-literaturo,Ido-literaturo,False,no
Ido-stelo,Ido-stelo,False,no
Ifigeneya,Ifigenia,False,no
Iguape,Iguape,False,no
Ijtihado,Iĝtihad,False,no
Ikaros,Ikaro,False,no
Ikebana,Ikebano,False,no
Ikonografio,Ikonografio,False,no
Ikonoklasmo,Ikonoklasmo,False,no
Ikosaedro,Dudekedro,False,no
Iktiologio,Iĥtiologio,False,no
Iktiosauro,Fiŝosaŭroj,False,no
Ilhabela,Ilhabela,False,no
Iliado,Iliado,False,no
Iliri,Iliroj,False,no
Iliria,Ilirio,False,no
Iliterateso,Analfabeteco,False,no
Illinois,Ilinojso,False,no
Imaj-adapto,Verdlavado,False,no
Imamo,Imamo,False,no
Imoblo-bulo,Nemoveblaĵa veziko,False,no
Imortelo,Helichrysum,False,no
Imperatoro,Imperator,False,no
Imperialismo,Imperiismo,False,no
Impresario,Impresario,False,no
Impresionismo,Impresionismo,False,no
Imprim-arto,Presarto,False,no
Imprimomashino,Presmaŝino,False,no
Imprimotipo,Prestipo,False,no
Imunologio,Imunologio,False,no
Incesto,Incesto,False,no
Indiana,Indianio,False,no
Indianapolis,Indianapolo,False,no
Indieno,Indieno,False,no
Indijeno,Indiĝeno,False,no
Indikatoro,Indikilo,False,no
Indila,Indila,False,no
Indio,Indio,False,no
Indo-Ariana lingui,Hindarja lingvaro,False,no
Indo-Europana linguaro,Hindeŭropa lingvaro,False,no
Indo-Europana studii,Hindeŭropaj studoj,False,no
Indo-Iranana lingui,Hindirana lingvaro,False,no
Indochinia,Hindoĉinio,False,no
Indonezia,Indonezio,False,no
Induktoro,Induktilo,False,no
Induljenco,Indulgenco,False,no
Infanto-chareto,Beboĉareto,False,no
Infekto,Infekto,False,no
Infero,Inferenco,False,no
Infiniteso,Senfineco,False,no
Infixo,Infikso,False,no
Inflamo,Inflamo,False,no
Infloresenco,Infloresko,False,no
Informatik-apuntilo,Komputila muso,False,no
