ido_word,esperanto_word,in_current_dict,in_wiktionary
Quadratala equaciono,Kvadrata ekvacio,False,no
Quadratala funciono,Kvadrata funkcio,False,no
Quadratala radiko,Kvadrata radiko,False,no
Quadrato latina,Latina kvadrato,False,no
Quantumala mekaniko,Kvantuma mekaniko,False,no
Quantumala nombro,Kvantuma nombro,False,no
Quaternara nombrosistemo,Kvaruma sistemo,False,no
Racionala nombro,Racionala nombro,False,no
Rangala relato,Parta ordo,False,no
Reala nombro,Reelo,False,no
Reala yurocienco,Reala rajto,False,no
Realistala politiko,Realecpolitiko,False,no
Reciproka komprenado,Reciproka komprenado,False,no
Reggaeton,Regetono,False,no
Regulala poligono,Regula plurlatero,False,no
Religiala netoleremeso,Religia maltoleremo,False,no
Respirala sistemo,Spira sistemo,False,no
Retorikala figuro,Parolfiguro,False,no
Retorikala questiono,Retorika demando,False,no
Reunion,Reunio,False,no
Revoluciono februarala,Februara revolucio,False,no
Revoluciono oktobrala,Oktobra Revolucio,False,no
Ribonukleik acido,RNA,False,no
Rikonocal exploro,Skoltado,False,no
Rinovigebla energio,Renoviĝanta energio,False,no
Ritmala gimnastiko,Ritma gimnastiko,False,no
Romana cifri,Romaj ciferoj,False,no
Romana mitologio,Romia mitologio,False,no
Romana monarkio,Roma monarkio,False,no
Romana republiko,Romia Respubliko,False,no
Romantik amo,Romantika amo,False,no
Romantika komedio,Romantika komedio,False,no
Ronda tablo,Ronda Tablo,False,no
Rozea triangulo,Rozkolora triangulo,False,no
Rumana linguo,Rumana lingvo,False,no
Rusa linguo,Rusa lingvo,False,no
Rusa republiko,Rusia Respubliko,False,no
Salvador,Salvadoro,False,no
Samoyeda linguaro,Samojeda lingvaro,False,no
Sanesala cienci,Sanscienco,False,no
Sanskrita linguo,Sanskrito,False,no
Santala linguo,Santala lingvo,False,no
Sardiniana linguo,Sarda lingvo,False,no
Saronik insuli,Saronaj insuloj,False,no
Saronika gulfo,Sarona Golfo,False,no
Sedimentala roki,Sedimenta rokaĵo,False,no
Semida lingui,Ŝemida lingvaro,False,no
Senkondiciona kapitulaco,Senkondiĉa kapitulaco,False,no
Senpilotist aviacilo,Senpilota aviadilo,False,no
Senviva pikturo,Aĵpentraĵo,False,no
Serbiana linguo,Serba lingvo,False,no
Serial ocidero,Seria murdisto,False,no
Sexual atrakteso,Seksallogo,False,no
Sexual ecito,Seksa ekscitiĝo,False,no
Sexual orientizo,Seksa orientiĝo,False,no
Sexuala relato,Amoro,False,no
Sferala geometrio,Sfera geometrio,False,no
Sikion,Sikiono,False,no
Sileziana linguo,Silezia-pola lingvo,False,no
Simetra kriptosistemo,Simetria ĉifro,False,no
Simpla mashino,Simpla maŝino,False,no
Simpla vivo,Modera vivostilo,False,no
Sindikato laborala,Sindikato,False,no
Sinkronigata natado,Sinkrona naĝado,False,no
Sintaxala sukro,Sintaksa sukero,False,no
Skalarala potencialo,Skalarpotencialo,False,no
Skota linguo,Skota lingvo,False,no
Skrenal ambiento,Fenestrilo,False,no
Slava lingui,Slava lingvaro,False,no
Slovaka linguo,Slovaka lingvo,False,no
Sloveniana linguo,Slovena lingvo,False,no
Sociala cienco,Socia scienco,False,no
Sociala grupo,Socia grupo,False,no
Sociala kontrato,Socia kontrakto,False,no
Sociala movemento,Socia movado,False,no
Sociala psikologio,Socia psikologio,False,no
Sociala relato,Sociaj rilatoj,False,no
Societala realismo,Socia realismo,False,no
Sola fide,Sola fide,False,no
Solon,Solono,False,no
Somaliana linguo,Somala lingvo,False,no
Specifika pezo,Denso,False,no
Spekulema fiktiveso,Spekulativa fikcio,False,no
Sporta pafado,Sporta pafado,False,no
Stagnanta aqueyo,Stagnanta akvejo,False,no
Stalizita betono,Ŝtalbetono,False,no
Strabon,Strabono,False,no
Stranjera politiko,Ekstera politiko,False,no
Strukturala linguistiko,Strukturisma lingvistiko,False,no
Submara navo,Submarŝipo,False,no
Subtropikala klimato,Subtropiko,False,no
Suda polo,Suda poluso,False,no
Sueda linguo,Sveda lingvo,False,no
Sunala celulo,Sunĉelo,False,no
Sunala energio,Sunenergio,False,no
Sunala sistemo,Sunsistemo,False,no
Sunala vento,Suna vento,False,no
Supersona rapideso,Supersona rapido,False,no
Supra paleolitiko,Malfrua Paleolitiko,False,no
Surfacal aqui,Surfacakvo,False,no
Surtabla komputero,Surtabla komputilo,False,no
Surtabla ludo,Tabulludo,False,no
Sustenebla developo,Daŭripova disvolviĝo,False,no
Suwon,Suvon,False,no
Swahilia linguo,Svahila lingvo,False,no
Tamil linguo,Tamila lingvo,False,no
Tasmaniana tigro,Tilacino,False,no
Tatara linguo,Tatara lingvo,False,no
Tegumentala sistemo,Tegumenta sistemo,False,no
Telamon,Telamono,False,no
Telugu linguo,Telugua lingvo,False,no
Teorial informatiko,Matematika komputoscienco,False,no
Terala eri,Terhistorio,False,no
Teralkala metalo,Teralkala metalo,False,no
Termala energio,Varmoenergio,False,no
Termodinamikala ciklo,Termodinamika ciklo,False,no
Termodinamikala procedo,Termodinamika procezo,False,no
Ternara nombrosistemo,Triuma sistemo,False,no
Texto korpo,Korpuso,False,no
Tianjin,Tjanĝino,False,no
Tituliera sideyo,Titulara episkopujo,False,no
Tongana linguo,Tongana lingvo,False,no
Topologiala spaco,Topologia spaco,False,no
Torfopeca kabano,Torfpeca kabano,False,no
Torto flamagita,Flamkuko,False,no
Tradicionala savo,Tradicia scio,False,no
Traduko memoro,Tradukmemoro,False,no
Trancendanta nombro,Transcenda nombro,False,no
Transsiberia fervoyo,Transsiberia fervojo,False,no
Triangulatra komerco,Triangula komerco,False,no
Triesma mondo,Tria mondo,False,no
Trigonometriala funciono,Trigonometria funkcio,False,no
Tropikala ciklono,Uragano,False,no
Tropikala klimato,Tropika klimato,False,no
Tsaghkadzor,Caghkadzor,False,no
Tuluana linguo,Tulua lingvo,False,no
Tungusiana lingui,Tunguz-manĉura lingvaro,False,no
Turka lingui,Tjurka lingvaro,False,no
Turka linguo,Turka lingvo,False,no
Turka populi,Tjurkaj popoloj,False,no
Tutanhamon,Tutanĥamono,False,no
Ukrainana linguo,Ukraina lingvo,False,no
Umayada kalifio,Omajada kaliflando,False,no
Unara nombrosistemo,Unuuma nombrosistemo,False,no
Unesma koalisuro,Unua Koalicio-Milito,False,no
Unesma krucomilito,Unua krucmilito,False,no
Unesma mondomilito,Unua Mondmilito,False,no
Uralika linguaro,Urala lingvaro,False,no
Urbala ferovoyo,Metroo,False,no
Uruguayana peso,Urugvaja peso,False,no
Usana dolaro,Usona dolaro,False,no
Usana imperialismo,Usona Imperiismo,False,no
Vaganta kleriki,Vagantaj klerikoj,False,no
Valo d'Aosta,Aosta Valo,False,no
Vandala linguo,Vandala lingvo,False,no
Varianta stelo,Varia stelo,False,no
Vektorala spaco,Vektora spaco,False,no
Veterinarala medicino,Veterinara medicino,False,no
Vietnamana linguo,Vjetnama lingvo,False,no
Vietnamana literaturo,Vjetnama literaturo,False,no
Virtuala mashino,Virtuala maŝino,False,no
Volebalo plajala,Plaĝa volejbalo,False,no
Voliniana masakro,Volinia masakro,False,no
Vortica flui,Kirlokurento,False,no
Votiana linguo,Vota lingvo,False,no
Voyajera kolombo,Migrokolombo,False,no
Walsana linguo,Kimra lingvo,False,no
Wellington,Velingtono,False,no
Wisconsin,Viskonsino,False,no
Xenofon,Ksenofono,False,no
Yangon,Jangono,False,no
Yukagira linguaro,Jukagira lingvaro,False,no
Yurala proceduro,Procedura juro,False,no
Zaporijjiana kozaki,Zaporogoj,False,no
Zollverein,Germana Doganunio,False,no
